sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
604,8,3,1003,0,3,-2
605,-8,-5,996,-1,-1,2
606,0,-9,1006,2,1,0
607,-3,0,1003,-1,-1,-2
608,0,-2,1000,0,3,-6
609,-4,-9,992,0,1,0
610,-5,2,1012,0,0,-1
611,-2,1,1004,0,0,-1
612,6,-12,993,2,2,0
613,-3,-5,1002,-4,-4,0
614,2,-7,997,2,-4,-3
615,1,-1,1006,-4,-2,-3
616,-4,4,999,-2,-4,0
617,2,-3,999,0,0,-1
618,1,-2,1009,0,2,-1
619,5,-2,1004,-2,-4,-1
620,7,-4,985,-2,-2,4
621,0,0,1002,-2,-2,-1
622,-1,-5,1018,2,2,-3
623,2,3,1006,2,-2,0
624,-3,-3,994,-2,-2,-1
625,-8,1,1004,0,2,0
626,-2,-3,1008,-2,-2,-1
627,6,3,1009,-2,-4,0
628,5,-2,999,0,0,0
629,-2,-4,993,-2,-2,-1
630,3,-4,1002,-2,-6,0
631,1,-1,1012,0,2,2
632,4,-5,995,0,0,0
633,9,1,993,0,0,-1
634,-8,0,1014,-2,-2,-3
635,-6,-4,994,-2,-2,-3
636,7,1,983,-2,-6,0
637,7,-3,992,0,0,-3
638,11,0,998,2,2,0
639,2,-1,1006,0,2,2
640,5,-6,1014,2,0,-3
641,0,-11,986,-2,-4,-3
642,-6,-2,1003,0,-2,-1
643,-4,-10,1001,2,0,2
644,0,-4,998,-2,-4,-3
645,-2,-1,993,0,0,-5
646,-8,1,999,0,2,0
647,-1,-3,1011,4,0,-1
648,-2,-9,1000,-2,-2,-3
649,3,-7,1010,-2,-4,-1
650,0,-6,986,0,-6,-1
651,2,-5,995,-2,-4,-3
652,4,5,992,0,4,2
653,-1,-8,994,-2,-4,-1
654,-5,1,1006,0,0,0
655,1,-6,998,2,-2,-3
656,-6,2,1014,0,2,-1
657,-1,-6,995,-2,-2,4
658,5,-5,989,2,4,0
